id,region,lga,ward,pump_age,extraction_type,quantity,p_non_functional,predicted_status,population_est,priority_score,action,priority_tier
19928,Shinyanga,Kahama,Chambo,,nira/tanira,insufficient,0.4793,functional,500.0,239.6,4. Inspection de contrôle,P1
29654,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4793,functional,500.0,239.6,4. Inspection de contrôle,P1
21420,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4793,functional,500.0,239.6,4. Inspection de contrôle,P1
26751,Iringa,Njombe,Mtwango,35.0,gravity,enough,0.958,non functional,250.0,239.5,2. Remplacement,P1
67028,Dar es Salaam,Ilala,Pugu,3.0,submersible,enough,0.1995,functional,1200.0,239.4,5. Aucune action,P1
8890,Kigoma,Kasulu,Muzye,1.0,gravity,insufficient,0.0946,functional,2530.0,239.3,5. Aucune action,P1
73761,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.478,functional,500.0,239.0,4. Inspection de contrôle,P1
65885,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4778,functional,500.0,238.9,4. Inspection de contrôle,P1
47376,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4778,functional,500.0,238.9,4. Inspection de contrôle,P1
19737,Tanga,Mkinga,Maramba,27.0,nira/tanira,dry,0.6635,non functional,360.0,238.9,1. Étude hydrogéologique,P1
48103,Shinyanga,Kahama,Chela,,other,seasonal,0.4772,functional,500.0,238.6,4. Inspection de contrôle,P1
3027,Kigoma,Kibondo,Kasanda,3.0,submersible,insufficient,0.9546,non functional,250.0,238.6,3. Réparation,P1
5480,Mara,Bunda,Bunda,14.0,other,enough,0.9931,non functional,240.0,238.3,2. Remplacement,P1
51138,Pwani,Kibaha,Mailimoja,2.0,submersible,enough,0.0887,functional,2685.0,238.2,5. Aucune action,P1
35599,Shinyanga,Shinyanga Urban,Kolandoto,,nira/tanira,enough,0.4764,functional,500.0,238.2,4. Inspection de contrôle,P1
68716,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4763,functional,500.0,238.2,4. Inspection de contrôle,P1
18498,Lindi,Liwale,Nangano,35.0,india mark ii,dry,0.6804,non functional,350.0,238.1,1. Étude hydrogéologique,P1
68627,Mara,Serengeti,Ring'wani,4.0,india mark ii,enough,0.1585,functional,1500.0,237.8,5. Aucune action,P1
901,Ruvuma,Namtumbo,Mgombasi,15.0,other,dry,0.9507,non functional,250.0,237.7,1. Étude hydrogéologique,P1
7569,Mwanza,Sengerema,Katunguru,,other,dry,0.5937,non functional,400.0,237.5,1. Étude hydrogéologique,P1
55014,Pwani,Mkuranga,Vikindu,1.0,nira/tanira,enough,0.3209,functional,740.0,237.5,5. Aucune action,P1
51223,Morogoro,Kilombero,Idete,14.0,other - rope pump,insufficient,0.4747,functional,500.0,237.4,4. Inspection de contrôle,P1
62621,Mara,Bunda,Neruma,35.0,gravity,enough,0.9494,non functional,250.0,237.4,2. Remplacement,P1
13336,Mwanza,Ukerewe,Bukongo,14.0,other,insufficient,0.6784,non functional,350.0,237.4,2. Remplacement,P1
68971,Shinyanga,Meatu,Nkoma,,gravity,seasonal,0.4744,non functional,500.0,237.2,4. Inspection de contrôle,P1
40192,Shinyanga,Kahama,Ukune,,other,insufficient,0.4745,functional,500.0,237.2,4. Inspection de contrôle,P1
52751,Kigoma,Kasulu,Ruhita,36.0,gravity,enough,0.279,functional,850.0,237.2,5. Aucune action,P1
40331,Ruvuma,Namtumbo,Ligera,27.0,gravity,dry,0.9484,non functional,250.0,237.1,1. Étude hydrogéologique,P1
53670,Pwani,Mkuranga,Magawa,5.0,swn 80,seasonal,0.2963,functional,800.0,237.0,5. Aucune action,P1
60691,Shinyanga,Kishapu,Kishapu,,gravity,seasonal,0.473,non functional,500.0,236.5,4. Inspection de contrôle,P1
61468,Mara,Bunda,Neruma,35.0,gravity,enough,0.9456,non functional,250.0,236.4,2. Remplacement,P1
31158,Morogoro,Kilosa,Berega,32.0,other,insufficient,0.9455,non functional,250.0,236.4,2. Remplacement,P1
30154,Morogoro,Morogoro Rural,Bwakila Chini,42.0,mono,dry,0.8442,non functional,280.0,236.4,1. Étude hydrogéologique,P1
69690,Arusha,Ngorongoro,Olgosorok,,gravity,insufficient,0.6752,non functional,350.0,236.3,3. Réparation,P1
23988,Iringa,Mufindi,Malangali,,gravity,enough,0.1888,functional,1250.0,236.0,5. Aucune action,P1
9722,Manyara,Kiteto,Engusero,11.0,submersible,insufficient,0.1966,functional needs repair,1200.0,235.9,5. Aucune action,P1
35221,Mara,Rorya,Mirare,34.0,submersible,insufficient,0.3931,functional,600.0,235.9,4. Inspection de contrôle,P1
7648,Singida,Manyoni,Mgandu,25.0,nira/tanira,enough,0.2772,functional,850.0,235.6,5. Aucune action,P1
50198,Mwanza,Sengerema,Buzilasoga,,india mark ii,enough,0.5891,non functional,400.0,235.6,4. Inspection de contrôle,P1
73563,Shinyanga,Shinyanga Rural,Iselamagazi,,swn 80,enough,0.471,non functional,500.0,235.5,4. Inspection de contrôle,P1
2190,Dar es Salaam,Temeke,Kibada,13.0,other,enough,0.9418,non functional,250.0,235.4,2. Remplacement,P1
4365,Mtwara,Mtwara Rural,Namtuhuka,35.0,submersible,enough,0.9408,non functional,250.0,235.2,2. Remplacement,P1
34896,Kigoma,Kasulu,Heru- Ushingo,19.0,nira/tanira,enough,0.4437,functional,530.0,235.2,4. Inspection de contrôle,P1
8651,Tanga,Pangani,Mikunguni,,submersible,insufficient,0.7836,non functional,300.0,235.1,3. Réparation,P1
10119,Rukwa,Sumbawanga Rural,Mtowisa,28.0,gravity,enough,0.8703,non functional,270.0,235.0,2. Remplacement,P1
46930,Morogoro,Kilosa,Rubeho,5.0,submersible,enough,0.94,non functional,250.0,235.0,3. Réparation,P1
54184,Singida,Iramba,Ibaga,5.0,submersible,enough,0.8859,non functional,265.0,234.8,3. Réparation,P1
52392,Rukwa,Sumbawanga Rural,Mwazye,21.0,gravity,enough,0.7827,non functional,300.0,234.8,2. Remplacement,P1
18721,Kigoma,Kigoma Rural,Kandaga,4.0,gravity,insufficient,0.7827,non functional,300.0,234.8,3. Réparation,P1
25979,Mara,Bunda,Neruma,35.0,gravity,enough,0.9386,non functional,250.0,234.6,2. Remplacement,P1
7922,Kigoma,Kibondo,Murungu,20.0,gravity,enough,0.6702,non functional,350.0,234.6,2. Remplacement,P1
50789,Morogoro,Kilosa,Dumila,27.0,submersible,insufficient,0.2394,functional,980.0,234.6,5. Aucune action,P1
13503,Kigoma,Kibondo,Kakonko,15.0,gravity,insufficient,0.6701,non functional,350.0,234.5,3. Réparation,P1
4210,Shinyanga,Shinyanga Urban,Kizumbi,,other,enough,0.469,functional,500.0,234.5,4. Inspection de contrôle,P1
49733,Mara,Serengeti,Rigicha,17.0,other - rope pump,enough,0.4685,non functional,500.0,234.2,4. Inspection de contrôle,P1
72562,Mtwara,Mtwara Rural,Nanguruwe,7.0,submersible,enough,0.5855,non functional,400.0,234.2,4. Inspection de contrôle,P1
30247,Mara,Rorya,Nyamagaro,27.0,submersible,enough,0.9837,non functional,238.0,234.1,2. Remplacement,P1
57157,Morogoro,Mvomero,Diongoya,4.0,submersible,enough,0.7799,non functional,300.0,234.0,3. Réparation,P1
12613,Lindi,Kilwa,Kinjumbi,28.0,other,insufficient,0.9912,non functional,236.0,233.9,2. Remplacement,P1
35535,Ruvuma,Songea Rural,Maposeni,4.0,gravity,dry,0.5843,non functional,400.0,233.7,1. Étude hydrogéologique,P1
46109,Morogoro,Kilosa,Magubike,8.0,nira/tanira,insufficient,0.3114,functional,750.0,233.6,5. Aucune action,P1
72361,Arusha,Meru,King'ori,48.0,gravity,insufficient,0.6559,non functional,356.0,233.5,2. Remplacement,P1
2882,Shinyanga,Shinyanga Urban,Ibadakuli,,swn 80,enough,0.4667,functional,500.0,233.4,4. Inspection de contrôle,P1
37692,Manyara,Kiteto,Matui,10.0,mono,insufficient,0.0896,functional,2600.0,233.0,5. Aucune action,P1
22020,Morogoro,Kilosa,Iyogwe,16.0,swn 80,insufficient,0.5094,non functional,456.0,232.3,4. Inspection de contrôle,P1
21345,Ruvuma,Namtumbo,Rwinga,31.0,gravity,enough,0.9292,non functional,250.0,232.3,2. Remplacement,P1
11109,Morogoro,Kilombero,Utengule,29.0,swn 80,insufficient,0.9288,non functional,250.0,232.2,2. Remplacement,P1
36857,Rukwa,Sumbawanga Rural,Sandulula,31.0,gravity,enough,0.9275,non functional,250.0,231.9,2. Remplacement,P1
11163,Mara,Bunda,Neruma,35.0,gravity,enough,0.9266,non functional,250.0,231.6,2. Remplacement,P1
21611,Lindi,Kilwa,Masoko,33.0,other,insufficient,0.9936,non functional,233.0,231.5,2. Remplacement,P1
41628,Kigoma,Kibondo,Itaba,20.0,gravity,insufficient,0.9628,non functional,240.0,231.1,2. Remplacement,P1
15752,Shinyanga,Kishapu,Bunambiu,,gravity,seasonal,0.4619,non functional,500.0,231.0,4. Inspection de contrôle,P1
50653,Morogoro,Kilosa,Msowero,6.0,swn 80,insufficient,0.1925,functional,1200.0,231.0,5. Aucune action,P1
71041,Mara,Bunda,Neruma,35.0,gravity,enough,0.9234,non functional,250.0,230.8,2. Remplacement,P1
53244,Pwani,Mkuranga,Magawa,5.0,india mark ii,enough,0.5761,non functional,400.0,230.4,4. Inspection de contrôle,P1
23272,Morogoro,Kilombero,Kiberege,29.0,swn 80,insufficient,0.658,non functional,350.0,230.3,2. Remplacement,P1
58278,Manyara,Kiteto,Dongo,3.0,submersible,enough,0.9209,non functional,250.0,230.2,3. Réparation,P1
3905,Mara,Bunda,Kabasa,40.0,gravity,dry,0.9205,non functional,250.0,230.1,1. Étude hydrogéologique,P1
25393,Rukwa,Sumbawanga Rural,Sandulula,29.0,gravity,enough,0.9199,non functional,250.0,230.0,2. Remplacement,P1
17301,Pwani,Mkuranga,Mbezi,3.0,nira/tanira,enough,0.7649,non functional,300.0,229.5,3. Réparation,P1
66097,Mtwara,Mtwara Rural,Kitere,7.0,submersible,enough,0.4589,functional,500.0,229.4,4. Inspection de contrôle,P1
64135,Shinyanga,Shinyanga Rural,Solwa,,walimi,insufficient,0.4584,functional,500.0,229.2,4. Inspection de contrôle,P1
40262,Kigoma,Kibondo,Gwanumpu,8.0,afridev,enough,0.3274,functional,700.0,229.2,5. Aucune action,P1
7917,Iringa,Njombe,Wangama,36.0,gravity,enough,0.5091,non functional,450.0,229.1,4. Inspection de contrôle,P1
44168,Mara,Bunda,Kabasa,40.0,gravity,dry,0.9156,non functional,250.0,228.9,1. Étude hydrogéologique,P1
1049,Mara,Bunda,Igundu,21.0,gravity,dry,0.9152,non functional,250.0,228.8,1. Étude hydrogéologique,P1
72333,Kigoma,Kigoma Rural,Mtego wa Noti,1.0,other,insufficient,0.9941,non functional,230.0,228.6,2. Remplacement,P1
37240,Lindi,Nachingwea,Kilima Rondo,,other,seasonal,0.9939,non functional,230.0,228.6,2. Remplacement,P1
71298,Mara,Bunda,Igundu,21.0,gravity,dry,0.9139,non functional,250.0,228.5,1. Étude hydrogéologique,P1
32928,Ruvuma,Namtumbo,Namabengo,14.0,other,insufficient,0.9935,non functional,230.0,228.5,2. Remplacement,P1
42632,Rukwa,Mpanda,Ikola,19.0,other,enough,0.9932,non functional,230.0,228.4,2. Remplacement,P1
44626,Lindi,Kilwa,Masoko,25.0,other,enough,0.9929,non functional,230.0,228.4,2. Remplacement,P1
7111,Lindi,Kilwa,Njinjo,20.0,other,enough,0.9926,non functional,230.0,228.3,2. Remplacement,P1
7624,Kigoma,Kigoma Rural,Nguruka,6.0,other,enough,0.9924,non functional,230.0,228.3,2. Remplacement,P1
66174,Mara,Musoma Rural,Bukabwa,13.0,gravity,enough,0.7315,non functional,312.0,228.2,3. Réparation,P1
4104,Kigoma,Kigoma Rural,Mtego wa Noti,8.0,other,dry,0.9911,non functional,230.0,228.0,1. Étude hydrogéologique,P1
58501,Shinyanga,Shinyanga Rural,Lyabukande,,walimi,seasonal,0.4561,functional,500.0,228.0,4. Inspection de contrôle,P1
3693,Manyara,Hanang,Masakta,10.0,submersible,enough,0.8669,non functional,263.0,228.0,3. Réparation,P1
30021,Ruvuma,Namtumbo,Ligera,39.0,gravity,dry,0.7599,non functional,300.0,228.0,1. Étude hydrogéologique,P1
25439,Kigoma,Kasulu,Ruhita,36.0,gravity,enough,0.3505,functional,650.0,227.8,4. Inspection de contrôle,P1
66613,Mwanza,Geita,Kalangalala,,submersible,insufficient,0.5696,non functional,400.0,227.8,4. Inspection de contrôle,P1
22947,Lindi,Kilwa,Kivinje Singino,7.0,other,enough,0.9904,non functional,230.0,227.8,2. Remplacement,P1
65339,Morogoro,Morogoro Rural,Kisaki,26.0,swn 80,insufficient,0.3795,functional,600.0,227.7,4. Inspection de contrôle,P1
73283,Lindi,Kilwa,Kinjumbi,28.0,other,insufficient,0.9896,non functional,230.0,227.6,2. Remplacement,P1
22140,Morogoro,Kilosa,Mamboya,5.0,ksb,enough,0.9727,non functional,234.0,227.6,3. Réparation,P1
45521,Mwanza,Magu,Mwamabanza,,swn 80,enough,0.5687,non functional,400.0,227.5,4. Inspection de contrôle,P1
29145,Morogoro,Morogoro Rural,Bwakila Chini,3.0,swn 80,insufficient,0.3791,functional,600.0,227.5,4. Inspection de contrôle,P1
57822,Lindi,Kilwa,Chumo,2.0,other,insufficient,0.9881,non functional,230.0,227.3,2. Remplacement,P1
32158,Singida,Manyoni,Aghondi,35.0,windmill,enough,0.9086,non functional,250.0,227.2,2. Remplacement,P1
15829,Shinyanga,Kahama,Malunga,,other,insufficient,0.454,functional,500.0,227.0,4. Inspection de contrôle,P1
2841,Shinyanga,Kahama,Malunga,,other,insufficient,0.454,functional,500.0,227.0,4. Inspection de contrôle,P1
19838,Shinyanga,Kahama,Malunga,,other,insufficient,0.454,functional,500.0,227.0,4. Inspection de contrôle,P1
61122,Shinyanga,Kahama,Malunga,,other,insufficient,0.454,functional,500.0,227.0,4. Inspection de contrôle,P1
42313,Shinyanga,Shinyanga Rural,Solwa,,afridev,enough,0.4538,functional,500.0,226.9,4. Inspection de contrôle,P1
2838,Mwanza,Missungwi,Idetemya,,nira/tanira,insufficient,0.5672,non functional,400.0,226.9,4. Inspection de contrôle,P1
6055,Pwani,Mkuranga,Mkuranga,0.0,submersible,insufficient,0.053,functional,4280.0,226.8,5. Aucune action,P1
1228,Shinyanga,Bukombe,Ushirombo,,swn 80,dry,0.4534,functional,500.0,226.7,1. Étude hydrogéologique,P1
23218,Shinyanga,Shinyanga Urban,Kizumbi,,nira/tanira,insufficient,0.4533,functional,500.0,226.6,4. Inspection de contrôle,P1
47659,Lindi,Liwale,Liwale A,51.0,ksb,dry,0.6474,non functional,350.0,226.6,1. Étude hydrogéologique,P1
35310,Manyara,Simanjiro,Ngorika,14.0,other,seasonal,0.7545,non functional,300.0,226.4,2. Remplacement,P1
61231,Kigoma,Kibondo,Muhange,9.0,gravity,insufficient,0.4526,non functional,500.0,226.3,4. Inspection de contrôle,P1
33842,Morogoro,Kilombero,Mchombe,6.0,swn 80,insufficient,0.2829,functional,800.0,226.3,5. Aucune action,P1
5832,Shinyanga,Maswa,Shishiyu,,swn 80,enough,0.4526,functional,500.0,226.3,4. Inspection de contrôle,P1
70278,Lindi,Nachingwea,Mbondo,,other,dry,0.9825,non functional,230.0,226.0,1. Étude hydrogéologique,P1
63618,Mwanza,Ukerewe,Nduruma,42.0,other,insufficient,0.5649,non functional,400.0,226.0,4. Inspection de contrôle,P1
19316,Kigoma,Kibondo,Murungu,20.0,gravity,enough,0.645,non functional,350.0,225.8,2. Remplacement,P1
70259,Arusha,Meru,Songoro,11.0,gravity,insufficient,0.6449,non functional,350.0,225.7,3. Réparation,P1
30553,Arusha,Longido,Engarenaibor,5.0,gravity,insufficient,0.5642,non functional,400.0,225.7,4. Inspection de contrôle,P1
46030,Pwani,Mkuranga,Vikindu,7.0,other,insufficient,0.5765,non functional,391.0,225.4,4. Inspection de contrôle,P1
63015,Shinyanga,Maswa,Ngulinguli,,swn 80,enough,0.4508,functional,500.0,225.4,4. Inspection de contrôle,P1
20183,Morogoro,Morogoro Rural,Bwakila Chini,25.0,swn 80,unknown,0.5632,non functional,400.0,225.3,4. Inspection de contrôle,P1
7466,Morogoro,Morogoro Rural,Bwakila Chini,25.0,swn 80,insufficient,0.5632,non functional,400.0,225.3,4. Inspection de contrôle,P1
31381,Shinyanga,Bariadi,Nyakabindi,,india mark iii,unknown,0.4506,functional,500.0,225.3,4. Inspection de contrôle,P1
19378,Shinyanga,Kahama,Chambo,,nira/tanira,enough,0.4505,functional,500.0,225.2,4. Inspection de contrôle,P1
63920,Ruvuma,Songea Rural,Maposeni,4.0,gravity,dry,0.563,non functional,400.0,225.2,1. Étude hydrogéologique,P1
2534,Morogoro,Kilombero,Lumemo,15.0,nira/tanira,insufficient,0.2252,functional,1000.0,225.2,5. Aucune action,P1
41984,Shinyanga,Kishapu,Itilima,,gravity,seasonal,0.4501,non functional,500.0,225.0,4. Inspection de contrôle,P1
66795,Mwanza,Kwimba,Fukalo,,afridev,enough,0.5626,non functional,400.0,225.0,4. Inspection de contrôle,P1
67418,Mara,Musoma Rural,Etaro,45.0,gravity,enough,0.4497,functional needs repair,500.0,224.8,4. Inspection de contrôle,P1
1984,Dar es Salaam,Ilala,Chanika,13.0,nira/tanira,insufficient,0.8989,non functional,250.0,224.7,3. Réparation,P1
28446,Iringa,Njombe,Lupembe,36.0,other,insufficient,0.6416,non functional,350.0,224.6,2. Remplacement,P1
48315,Mwanza,Ilemela,Mkolani,,nira/tanira,enough,0.5612,non functional,400.0,224.5,4. Inspection de contrôle,P1
12066,Ruvuma,Songea Rural,Kilagano,1.0,india mark ii,seasonal,0.4484,functional,500.0,224.2,4. Inspection de contrôle,P1
59013,Tanga,Pangani,Mkwaja,3.0,nira/tanira,enough,0.4979,non functional,450.0,224.1,4. Inspection de contrôle,P1
40249,Mara,Serengeti,Machochwe,18.0,nira/tanira,insufficient,0.1914,functional,1170.0,223.9,5. Aucune action,P1
73633,Mwanza,Ilemela,Mkolani,,nira/tanira,enough,0.5596,non functional,400.0,223.8,4. Inspection de contrôle,P1
40411,Rukwa,Sumbawanga Rural,Mwimbi,39.0,gravity,enough,0.895,non functional,250.0,223.8,2. Remplacement,P1
38077,Rukwa,Sumbawanga Rural,Mwimbi,39.0,gravity,enough,0.8951,non functional,250.0,223.8,2. Remplacement,P1
71148,Morogoro,Kilosa,Masanze,31.0,nira/tanira,dry,0.7456,non functional,300.0,223.7,1. Étude hydrogéologique,P1
611,Ruvuma,Songea Rural,Wino,19.0,gravity,dry,0.7769,non functional,288.0,223.7,1. Étude hydrogéologique,P1
65273,Mara,Bunda,Sazira,40.0,gravity,unknown,0.8947,non functional,250.0,223.7,2. Remplacement,P1
64323,Singida,Iramba,Mbelekese,3.0,gravity,seasonal,0.449,non functional,498.0,223.6,4. Inspection de contrôle,P1
17789,Mara,Rorya,Mkoma,21.0,submersible,enough,0.5588,non functional,400.0,223.5,4. Inspection de contrôle,P1
22399,Arusha,Longido,Longido,27.0,gravity,insufficient,0.4468,non functional,500.0,223.4,4. Inspection de contrôle,P1
58146,Manyara,Simanjiro,Naberera,,submersible,enough,0.7441,non functional,300.0,223.2,3. Réparation,P1
59594,Ruvuma,Songea Rural,Magagura,17.0,other,enough,0.9916,non functional,225.0,223.1,2. Remplacement,P1
42028,Singida,Iramba,Mwangaza,5.0,gravity,enough,0.6295,non functional,354.0,222.8,3. Réparation,P1
39636,Mara,Serengeti,Rigicha,19.0,other - rope pump,enough,0.7427,non functional,300.0,222.8,3. Réparation,P1
30193,Lindi,Kilwa,Chumo,28.0,afridev,enough,0.5178,non functional,430.0,222.7,4. Inspection de contrôle,P1
52860,Rukwa,Sumbawanga Rural,Laela,18.0,gravity,enough,0.5568,non functional,400.0,222.7,4. Inspection de contrôle,P1
57977,Mara,Musoma Rural,Butuguri,2.0,swn 80,enough,0.4451,functional,500.0,222.6,4. Inspection de contrôle,P1
16038,Shinyanga,Kahama,Kisuke,,nira/tanira,enough,0.4447,functional,500.0,222.4,4. Inspection de contrôle,P1
47024,Dodoma,Bahi,Chikola,,nira/tanira,enough,0.4041,functional,550.0,222.3,4. Inspection de contrôle,P1
50719,Morogoro,Ulanga,Minepa,28.0,swn 80,enough,0.074,functional,3000.0,222.0,5. Aucune action,P1
24549,Mwanza,Sengerema,Kafunzo,,nira/tanira,enough,0.5547,non functional,400.0,221.9,4. Inspection de contrôle,P1
64834,Shinyanga,Maswa,Ngulinguli,,swn 80,dry,0.4436,functional,500.0,221.8,1. Étude hydrogéologique,P1
45462,Mwanza,Missungwi,Usagara,,swn 80,insufficient,0.5543,non functional,400.0,221.7,4. Inspection de contrôle,P1
12269,Mwanza,Ukerewe,Nkilizya,18.0,other,insufficient,0.8862,non functional,250.0,221.6,2. Remplacement,P1
15153,Rukwa,Sumbawanga Rural,Mwazye,22.0,gravity,insufficient,0.6328,non functional,350.0,221.5,2. Remplacement,P1
12733,Kigoma,Kasulu,Muzye,29.0,gravity,enough,0.3403,functional,650.0,221.2,5. Aucune action,P1
21798,Kigoma,Kasulu,Murufiti,17.0,gravity,insufficient,0.6318,non functional,350.0,221.1,3. Réparation,P1
71407,Morogoro,Kilombero,Kidatu,2.0,gravity,insufficient,0.2763,functional,800.0,221.0,5. Aucune action,P1
65897,Mwanza,Magu,Badugu,,mono,enough,0.5524,non functional,400.0,221.0,4. Inspection de contrôle,P1
845,Kilimanjaro,Same,Ndungu,46.0,gravity,enough,0.8168,non functional,270.0,220.5,2. Remplacement,P1
26423,Kigoma,Kigoma Rural,Mkigo,12.0,gravity,enough,0.4238,non functional,520.0,220.4,4. Inspection de contrôle,P1
44777,Mara,Rorya,Mirare,34.0,submersible,insufficient,0.5503,non functional,400.0,220.1,4. Inspection de contrôle,P1
9209,Kigoma,Kigoma Rural,Matendo,29.0,gravity,enough,0.9434,non functional,233.0,219.8,2. Remplacement,P1
69433,Kigoma,Kasulu,Ruhita,36.0,gravity,enough,0.157,functional,1400.0,219.8,5. Aucune action,P1
55536,Mara,Bunda,Hunyari,5.0,other,enough,0.8792,non functional,250.0,219.8,2. Remplacement,P1
44351,Ruvuma,Songea Rural,Wino,19.0,gravity,dry,0.763,non functional,288.0,219.7,1. Étude hydrogéologique,P1
32484,Kigoma,Kasulu,Muzye,11.0,gravity,enough,0.2581,functional,850.0,219.4,5. Aucune action,P1
19081,Shinyanga,Meatu,Mwamalole,,nira/tanira,dry,0.4389,functional,500.0,219.4,1. Étude hydrogéologique,P1
21325,Shinyanga,Kishapu,Mwamalasa,,gravity,seasonal,0.4384,functional,500.0,219.2,4. Inspection de contrôle,P1
49119,Kilimanjaro,Mwanga,Kwakoa,35.0,gravity,enough,0.9531,non functional,230.0,219.2,2. Remplacement,P1
45643,Mara,Rorya,Komuge,29.0,submersible,enough,0.9959,non functional,220.0,219.1,2. Remplacement,P1
49597,Singida,Manyoni,Isseke,,mono,enough,0.0782,functional,2800.0,219.0,5. Aucune action,P1
6287,Ruvuma,Mbinga,Kihagara,21.0,gravity,dry,0.6838,non functional,320.0,218.8,1. Étude hydrogéologique,P1
51806,Mtwara,Tandahimba,Luagala,31.0,submersible,dry,0.8748,non functional,250.0,218.7,1. Étude hydrogéologique,P1
43641,Morogoro,Kilosa,Magubike,27.0,ksb,enough,0.8745,non functional,250.0,218.6,2. Remplacement,P1
2800,Mtwara,Mtwara Urban,Ufukoni,37.0,other,insufficient,0.9933,non functional,220.0,218.5,2. Remplacement,P1
